municipality,county,population,Allow Consumption Site,area,nhcs,notes,type,x1,x2,labels,zip,,AD,,
Richford,Tioga,"1,125",Yes,99,4,Correspondence with Town,Town,,,0,,,Yes,,
Spencer,Tioga,"2,979",No,129,4,Decision as of: 10/7/2021,Village,,,0,,,No,,
Spencer,Tioga,"2,979",No,129,4,Decision as of: 12/21/2021,Town,,,1,,,No,,
Tioga,Tioga,"48,560",Yes,"1,355",4,Decision as of: 12/20/2021,Village,,,0,,,Yes,,
Waverly,Tioga,"4,373",No,6,4,Decision as of: 6/14/2021,Town,,,0,,,No,,
Caroline,Tioga,"3,348",No,143,4,Decision as of: 9/14/2021,Town,,,0,,,No,,
Cayuga Heights,Tioga,"3,674",No,5,4,Decision as of: 12/6/2021; referendum overturned dispensary opt-out 3/15/22,Village,,,1,,,Yes,,
Danby,Tioga,"3,535",No,139,4,Decision as of: 11/9/2021,Town,,,1,,,No,,
Dryden,Tioga,"14,489",No,244,4,Decision as of: 11/9/2021 (on-site consumption ) and 12/28/2021 (dispensaries),Village,,,1,,,No,,
Dryden,Tompkins,"14,489",No,244,4,Decision as of: 12/30/2021,Town,,,0,,,No,,
Enfield ,Tompkins,#FIELD!,Yes,#FIELD!,4,"Decision as of: 4/21/2021—""The Board agreed to not take action prohibiting retail sales in Village.""",Village,,,1,,,Yes,,
Freeville,Tompkins,501,Yes,3,4,Correspondence with Town,Town,,,0,,,Yes,,
Groton ,Tompkins,#FIELD!,Yes,#FIELD!,4,Correspondence with Town,Town,,,0,,,Yes,,
Groton ,Tompkins,#FIELD!,No,#FIELD!,4,Decision as of: 10/20/2021,Village,,,0,,,No,,
Ithaca,Tompkins,"32,108",Yes,16,4,Decision as of: 12/8/2021,Town,,,1,,,Yes,,
Ithaca,Tompkins,"32,108",No,16,4,Decision as of: 12/7/2021,Village,,,1,,,No,,
Lansing,Tompkins,"11,398",No,181,4,Decision as of: 9/14/2021,Town,,,0,,,No,,
Lansing ,Tompkins,#FIELD!,No,#FIELD!,4,Decision as of: 8/16/2021,Village,,,1,,,No,,
Newfield,Tompkins,"5,138",Yes,153,4,Correspondence with City,City,,,1,,,Yes,,
Trumansburg,Tompkins,"1,760",Yes,3,4,Correspondence with Town,Town,,,1,,,Yes,,
Ulysses,Tompkins,"4,936",No,95,4,Decision as of: 12/15/2021,Town,,,1,,,No,,
Denning,Tompkins,536,No,274,4,Decision as of: 11/15/2021 (on-site consumption only),Village,,,1,,,Yes,,
Ellenville,Tompkins,"3,997",Yes,23,4,Correspondence with Town,Town,,,1,,,Yes,,
Esopus,Tompkins,"8,772",Yes,109,4,Decision as of: 10/18/2021,Village,,,0,,,Yes,,
Gardiner,Tompkins,"5,628",Yes,114,4,Ithaca Times reporting,Town,,,1,,,Yes,,
Hardenburgh,Ulster,229,Yes,211,4,Correspondence with Town,Town,,,1,,,Yes,,
Hurley,Ulster,"6,073",Yes,93,4,Decision as of: 11/8/2021,Village,,,1,,,Yes,,
Kingston ,Ulster,#FIELD!,No,#FIELD!,4,Decision as of: 12/16/2021,Town,,,1,,,No,,
Kingston ,Ulster,#FIELD!,No,#FIELD!,4,Decision as of: 12/14/2021 (on-site consumption only),Town,,,1,,,Yes,,
Lloyd,Ulster,"10,503",Yes,87,4,Correspondence with Town,Town,,,1,,,Yes,,
Marbletown,Ulster,"5,658",Yes,143,4,Correspondence with Town,Town,,,1,,,Yes,,
Marlborough ,Ulster,#FIELD!,Yes,#FIELD!,4,Correspondence with City,City,,,1,,,Yes,,
New Paltz,Ulster,"14,108",No,89,4,Decision as of: 10/20/2021,Town,,,1,,,Yes,,
New Paltz ,Ulster,#FIELD!,Yes,#FIELD!,4,Correspondence with Town,Town,,,1,,,Yes,,
Olive ,Ulster,#FIELD!,Yes,#FIELD!,4,Correspondence with Town,Town,,,1,,,Yes,,
Plattekill,Ulster,"10,196",Yes,93,4,Correspondence with Town,Town,,,0,,,Yes,,
Rochester,Ulster,"7,192",Yes,230,4,Decision as of: 8/5/2021,Town,,,1,,,Yes,,
Rosendale,Ulster,"5,853",Yes,54,4,"Decision as of: 9/22/2021—""The board chooses not to take any action and to remain opted in.""",Village,,,1,,,Yes,,
Saugerties,Ulster,"19,038",Yes,176,4,Correspondence with Town,Town,,,0,,,Yes,,
Saugerties,Ulster,"19,038",No,176,4,Decision as of: 12/15/2021,Town,,,1,,,No,,
Shandaken,Ulster,"2,962",Yes,310,4,"Decision as of: 6/3/2021—""Hearing silence looks like we will not 'opt out.'""",Town,,,1,,,Yes,,
Shawangunk,Ulster,"13,906",Yes,146,4,Correspondence with Town,Town,,,0,,,Yes,,
Ulster,Ulster,"178,599",No,"3,007",4,Decision as of: 12/29/2021,Town,,,1,,,No,,
Wawarsing,Ulster,"12,776",Yes,347,4,Correspondence with Village,Village,,,0,,,Yes,,
Woodstock ,Ulster,#FIELD!,Yes,#FIELD!,4,Correspondence with Town,Town,,,1,,,Yes,,
Bolton,Ulster,"2,259",No,233,4,Decision as of: 12/16/2021,Town,,,0,,,No,,
Chester,Ulster,"3,321",No,226,4,Decision as of: 12/2/21,Town,,,0,,,Yes,,
Glens Falls,Ulster,"14,830",No,10,4,Decision as of: 12/21/2021,Town,,,1,,,No,,
Hague,Ulster,679,Yes,206,4,Correspondence with Town,Town,,,1,,,Yes,,
Horicon,Warren,"1,349",No,186,4,Decision as of: 9/7/2021,Town,,,0,,,No,,
Johnsburg,Warren,"2,311",No,535,4,Decision as of: 12/14/2021,Town,,,1,,,No,,
Lake George,Warren,"3,413",Yes,85,4,Post Star reporting,City,,,0,,,Yes,,
Lake George ,Warren,#FIELD!,Yes,#FIELD!,4,Correspondence with Town,Town,,,0,,,Yes,,
Lake Luzerne,Warren,"3,259",No,140,4,Correspondence with Town,Town,,,1,,,No,,
Queensbury,Warren,"27,471",Yes,168,4,Correspondence with Town,Town,,,1,,,Yes,,
Stony Creek,Warren,743,No,215,4,Decision as of: 11/10/2021,Town,,,0,,,No,,
Thurman,Warren,"1,187",No,240,4,Decision as of: 11/15/2021,Village,,,1,,,No,,
Warrensburg,Warren,"3,981",Yes,168,4,Correspondence with Town,Town,,,1,,,Yes,,
Argyle,Warren,"3,682",Yes,150,4,"Decision as of: 7/26/2021—""After final discussion, Board members were in agreement of allowing retail sales and on-site consumption within the Town with restrictions.""",Town,,,1,,,Yes,,
Argyle,Warren,"3,682",No,150,4,Decision as of: 12/21/2021,Town,,,1,,,No,,
Cambridge ,Warren,#FIELD!,Yes,#FIELD!,4,Correspondence with Town,Town,,,1,,,Yes,,
Cambridge,Warren,"1,930",Yes,95,4,"Decision as of: 8/11/2021—""The Town Board does not want to Opt out of this Provision due to the Tax revenue benefits to the town of Warrensburg.""",Town,,,1,,,Yes,,
Dresden,Washington,537,Yes,#FIELD!,4,Correspondence with Town,Town,,,0,,,Yes,,
Eastman,Washington,731,Yes,#FIELD!,4,Glens Falls Chronicle reporting,Village,,,1,,,Yes,,
Fort Ann,Washington,"6,000",Yes,287,4,Correspondence with Town,Town,,,1,,,Yes,,
Fort Ann,Washington,"6,000",Yes ,287,4,Correspondence with Village,Village,,,1,,,Yes,,
Fort Edward,Washington,"6,117",*,71,4,,Town,,,1,,,*,,
Fort Edward,Washington,"6,117",Yes,71,4,Correspondence with Town,Town,,,1,,,Yes,,
Granville ,Washington,#FIELD!,Yes,#FIELD!,4,Correspondence with Town,Town,,,0,,,Yes,,
Granville Township,Washington,"5,662",Yes,102,4,Decision as of: 12/13/2021,Village,,,1,,,Yes,,
Greenwich,Washington,#FIELD!,Yes,#FIELD!,4,Correspondence with Town,Town,,,0,,,Yes,,
Greenwich ,Washington,#FIELD!,No,#FIELD!,4,Correspondence with Village,Village,,,1,,,Yes,,
Hampton,Washington,904,No,59,4,Decision as of: 10/21/2021,Town,,,1,,,No,,
Hartford ,Washington,"3,400",Yes,#FIELD!,4,Decision as of: 12/6/2021,Village,,,1,,,Yes,,
Hebron,Washington,"1,793",No,146,4,Decision as of: 11/3/2021; Special election held: 12/7/2021,Town,,,1,,,No,,
Hudson Falls,Washington,"7,053",Yes,5,4,Correspondence with Village,Village,,,1,,,Yes,,
Jackson,Washington,"1,760",No,97,4,Decision as of: 9/30/2021,Town,,,1,,,Yes,,
Kingsbury ,Washington,#FIELD!,Yes,#FIELD!,4,Correspondence with Town,Town,,,0,,,Yes,,
Putnam,Washington,576,Yes,92,4,Correspondence with Town,Town,,,1,,,Yes,,
Salem ,Washington,#FIELD!,Yes,#FIELD!,4,Glens Falls Chronicle reporting,Village,,,1,,,Yes,,
White Creek,Washington,"3,270",Yes,124,4,Correspondence with Town,Town,,,1,,,Yes,,
Whitehall,Washington,"3,928",No,152,4,Decision as of: 12/20/2021,Town,,,1,,,No,,
Whitehall ,Washington,#FIELD!,Yes,#FIELD!,4,Decision as of: 11/11/2021,Town,,,1,,,Yes,,
Arcadia,Washington,"13,564",Yes,135,2,Correspondence with Town,Town,,,0,,,Yes,,
Butler,Washington,"1,929",Yes,96,2,Correspondence with Town,Town,,,1,,,Yes,,
Clyde,Washington,"2,171",Yes,6,2,Correspondence with Town,Town,,,1,,,Yes,,
Galen,Washington,"4,078",Yes,155,2,Glens Falls Chronicle reporting,Village,,,1,,,Yes,,
Huron,Wayne,"2,015",Yes,112,2,Correspondence with Town,Town,,,1,,,Yes ,,
Lyons,Wayne,"5,416",Yes,97,2,Correspondence with Town,Town,,,1,,,Yes,,
Macedon,Wayne,"8,908",Yes,101,2,Decision as of: 11/23/2021; Correspondence with Village,Village,,,1,,,Yes,,
Marion,Wayne,"4,569",Yes,76,2,Correspondence with Town,Town,,,1,,,Yes,,
Newark,Wayne,"9,017",Yes,14,2,Decision as of: 10/18/2021—RESOLUTION #113-2021 Opt In Marijuana Regulation and Taxation Act (MRTA),Town,,,0,,,Yes,,
Ontario,Wayne,"10,088",Yes,84,2,Correspondence with Town,Town,,,1,,,Yes,,
Palmyra,Wayne,"7,552",Yes,87,2,Correspondence with Town,Town,,,1,,,Yes,,
Palmyra ,Wayne,#FIELD!,Yes,#FIELD!,2,Correspondence with Town,Town,,,1,,,Yes,,
Red Creek,Wayne,494,Yes,2,2,Correspondence with Village,Village,,,0,,,Yes ,,
Rose,Wayne,"2,274",Yes,88,2,Correspondence with Town,Town,,,1,,,Yes,,
Savannah ,Wayne,#FIELD!,Yes,#FIELD!,2,Correspondence with Town,Town,,,1,,,Yes,,
Sodus,Wayne,"8,037",Yes,180,2,Decision as of: 11/16/2021,Village,,,1,,,Yes,,
Sodus ,Wayne,#FIELD!,No,#FIELD!,2,Decision as of: 10/13/2021,Village,,,1,,,No,,
Sodus Point,Wayne,868,Yes,4,2,Correspondence with Town,Town,,,1,,,Yes,,
Walworth,Wayne,"9,186",Yes,88,2,Correspondence with Town,Town,,,0,,,Yes,,
Williamson,Wayne,"6,717",Yes,90,2,Correspondence with Town,Town,,,1,,,Yes,,
Wolcott,Wayne,"4,085",Yes,104,2,Correspondence with Village,Village,,,1,,,Yes,,
Wolcott ,Wayne,#FIELD!,Yes,#FIELD!,2,Correspondence with Village,Village,,,1,,,Yes,,
Ardsley,Wayne,"4,524",No,3,2,Decision as of: 12/27/2021,Town,,,0,,,No,,
Bedford ,Wayne,#FIELD!,Yes,#FIELD!,2,Correpondence with Town,Town,,,0,,,Yes,,
Briarcliff Manor,Wayne,"8,215",Yes,17,2,Correspondence with Town,Town,,,0,,,Yes,,
Bronxville,Wayne,"6,656",Yes,3,2,Correspondence with Village,Village ,,,0,,,Yes,,
Buchanan,Westchester,"2,241",No,4,2,Decision as of: 7/6/2021,Village,,,0,,,No,,
Cortlandt,Westchester,"42,380",No,130,2,Decision as of: 12/7/2021 (on-site consumption only) and 12/21/2021 (dispensaries only),Town,,,1,,,No,,
Croton-on-Hudson,Westchester,"8,125",No,28,2,Decision as of: 12/7/2021,Village,,,1,,,No,,
Dobbs Ferry,Westchester,"11,541",No,8,2,Decision as of: 7/22/2021,Village,,,0,,,No,,
Eastchester,Westchester,"33,033",No,13,2,Correspondence with Village,Village,,,0,,,No,,
Elmsford,Westchester,"5,223",No,3,2,Decision as of: 12/6/2021,Town,,,0,,,Yes,,
Greenburgh,Westchester,"95,397",No,94,2,Decision as of: 9/20/2021 (on-site consumption only),Village,,,1,,,Yes,,
Harrison ,Westchester,#FIELD!,No,#FIELD!,2,Decision as of: 11/23/2021,Village,,,0,,,No,,
Harrison ,Westchester,#FIELD!,No,#FIELD!,2,Decision as of: 6/15/2021,Town,,,0,,,No,,
Hastings-on-Hudson,Westchester,"8,590",No,8,2,Decision as of: 12/6/2021,Village,,,1,,,No,,
Irvington,Westchester,"6,652",No,10,2,Decision as of: 12/13/2021,Town,,,0,,,Yes,,
Larchmont ,Westchester,#FIELD!,No,#FIELD!,2,Decision as of: 12/16/2021 (coterminous with Village),Town,,,0,,,No,,
Lewisboro,Westchester,"12,564",No,75,2,Decision as of: 12/16/2021 (coterminous with Town),Village,,,0,,,No,,
Mamaroneck,Westchester,"31,758",No,36,2,Decision as of: 12/21/2021 (on-site conumption only),Village,,,0,,,Yes,,
Mamaroneck,Westchester,"31,758",No,36,2,Decision as of: 11/1/2021,Village,,,0,,,No,,
Mount Kisco,Westchester,"10,959",No,8,2,Decision as of: 7/19/2021,Village,,,0,,,No,,
Mount Kisco,Westchester,"10,959",No,8,2,Decision as of: 7/10/2021 and 7/12/2021 (amended to include on-site consumption),Town,,,0,,,No,,
Mount Pleasant,Westchester,"9,274",No,22,2,Decision as of: 10/20/2021,Town,,,0,,,No,,
Mount Vernon,Westchester,"73,893",No,11,2,Decision as of: 11/8/2021,Village ,,,1,,,No,,
New Castle,Westchester,"17,862",No,61,2,Decision as of: 7/12/2021 (coterminous with Village),Town,,,0,,,No,,
New Rochelle,Westchester,"79,726",No,34,2,Decision as of: 7/12/2021 (coterminous with Town),Village,,,1,,,No,,
North Castle,Westchester,"12,212",No,69,2,Decision as of: 11/9/2021,Town,,,0,,,No,,
North Salem,Westchester,"5,136",Yes,59,2,The Journal News reporting,City,,,0,,,Yes,,
Ossining,Westchester,"40,061",No,40,2,Decision as of: 10/5/2021,Town,,,1,,,No,,
Ossining,Westchester,"40,061",Yes,40,2,The Journal News reporting,City,,,1,,,Yes,,
Peekskill,Westchester,"25,431",No,14,2,Decision as of: 6/23/2021,Town,,,1,,,No,,
Pelham,Westchester,"12,470",No,6,2,Decision as of: 6/22/2021,Town,,,1,,,No,,
Pelham ,Westchester,#FIELD!,No,#FIELD!,2,Decision as of: 9/14/2021 (on-site consumption only),Town,,,0,,,Yes,,
Pelham Manor,Westchester,"5,752",No,4,2,Decision as of: 9/1/2021 (on-site consumption only),Village,,,0,,,Yes,,
Pleasantville,Westchester,"7,242",Yes,5,2,Decision as of: 12/13//2021; Resolutions to opt out defeated,City,,,0,,,Yes,,
Port Chester,Westchester,"31,693",Yes,6,2,Correspondence with Town,Town,,,0,,,Yes,,
Pound Ridge,Westchester,"5,153",No,61,2,Decision as of: 12/14/2021,Village,,,1,,,No,,
Rye ,Westchester,#FIELD!,No,#FIELD!,2,Decision as of: 9/27/2021,Village,,,0,,,No,,
Rye ,Westchester,#FIELD!,No,#FIELD!,2,Decision as of: 11/22/2021,Village,,,1,,,No,,
Rye Brook,Westchester,"10,047",No,9,2,Decision as of: 12/6/2021,Village,,,0,,,No,,
Scarsdale,Westchester,"18,253",Yes,17,2,Poughkeepsie Journal reporting,Town,,,0,,,Yes,,
Scarsdale,Westchester,"18,253",No,17,2,Decision as of: 9/22/2021,City,,,0,,,No,,
Sleepy Hollow,Westchester,"9,986",Yes,13,2,Correspondence with Town,Town,,,1,,,Yes,,
Somers ,Westchester,#FIELD!,No,#FIELD!,2,Decision as of: 9/14/2021,Village,,,0,,,No,,
Tarrytown,Westchester,"11,860",No,15,2,Decision as of: 12/14/2021 (coterminous with Village),Town,,,1,,,No,,
Tuckahoe,Westchester,"6,575",No,2,2,Decision as of: 12/14/2021 (coterminous with Town),Village,,,0,,,No,,
White Plains,Westchester,"59,559",Yes,26,2,Poughkeepsie Journal reporting,Village,,,1,,,Yes,,
Yonkers,Westchester,"211,569",No,53,2,Decision as of: 6/10/2021,Town,,,1,,,No,,
Yorktown,Westchester,"36,996",No,102,2,Decision as of: 12/20/2021 (on-site consumption),Village,,,0,,,Yes,,
Arcade,Westchester,"4,220",No,122,6,Decision as of: 11/8/2021,Village,,,1,,,No,,
Arcade,Westchester,"4,220",Yes,122,6,Poughkeepsie Journal reporting,City,,,1,,,Yes,,
Attica,Westchester,"7,021",Yes,93,6,The Journal News reporting,City,,,0,,,Yes,,
Attica,Westchester,"7,021",No,93,6,Decision as of: 7/13/2021,Town,,,1,,,No,,
Bennington,Wyoming,"3,240",Yes,143,6,Decision as of: 10/11/2021; Correspondence with Town,Town,,,0,,,Yes,,
Castile,Wyoming,"2,816",Yes,99,6,"Decision as of: 10/5/2021—""Motion by Trustee Szucs seconded by Trustee Rule to not opt out of allowing the retail sale of marijuana/or on-site consumption establishments in the Village of Arcade.""",Village,,,0,,,Yes,,
Castile,Wyoming,"2,816",No,99,6,Decision as of: 12/27/2021,Town,,,0,,,No,,
Covington,Wyoming,"1,200",No,68,6,Decision as of: 12/21/2021 (on-site conumption only),Village,,,0,,,Yes,,
Eagle ,Wyoming,#FIELD!,No,#FIELD!,6,Decision as of: 12/29/2021,Town,,,1,,,No,,
Gainesville,Wyoming,"2,094",No,92,6,Decision as of: 11/29/2021,Town,,,0,,,No,,
Gainesville,Wyoming,"2,094",No,92,6,Decision as of: 10/19/2021,Village,,,0,,,No,,
Genesee Falls,Wyoming,402,No,41,6,Correspondence with Town,Town,,,1,,,No,,
Java,Wyoming,#FIELD!,Yes,#FIELD!,6,Correspondence with Town,Town,,,1,,,Yes,,
Middlebury,Wyoming,"1,378",No,92,6,Decision as of: 12/13/2021,Town,,,0,,,No,,
Orangeville,Wyoming,"1,314",No,92,6,Decision as of: 10/21/2021,Village,,,0,,,No,,
Perry ,Wyoming,#FIELD!,Yes,#FIELD!,6,Decision as of: 10/11/2021; Correspondence with Town,Town,,,0,,,Yes,,
Perry ,Wyoming,#FIELD!,Yes,#FIELD!,6,Decision as of 9/9/2021; Correspondence with Town,Town,,,0,,,Yes,,
Pike,Wyoming,"1,067",No,81,6,Decision as of: 11/10/2021,Town,,,0,,,No,,
Sheldon,Wyoming,"2,317",No,123,6,Decision as of: 11/4/2021,Town,,,1,,,No,,
Silver Springs,Wyoming,738,No,3,6,Decision as of: 11/10/2021,Town,,,0,,,No,,
Warsaw,Wyoming,"4,821",No,92,6,Decision as of: 10/4/2021,Village ,,,0,,,No,,
Warsaw,Wyoming,"4,821",No,92,6,Decision as of: 10/11/2021,Town,,,1,,,No,,
Wethersfield,Wyoming,861,Yes,93,6,Decision as of: 9/15/2021; Correspondence with Town,Town,,,0,,,Yes,,
Wyoming,Wyoming,420,No,2,6,Decision as of: 11/9/2021,Village,,,0,,,No,,
Barrington,Wyoming,"1,657",No,96,2,Decision as of: 8/11/2021,Town,,,1,,,No,,
Banten,Wyoming,#FIELD!,Yes,#FIELD!,2,Decision as of: 12/6/2021,Village,,,0,,,Yes,,
Dresden,Wyoming,296,No,1,2,Decision as of: 12/6/2021,Town,,,0,,,No,,
Dundee,Wyoming,"1,638",No,3,2,Decision as of: 12/14/2021; Referendum to be held March 2022,Village,,,1,,,No,,
Italy ,Yates,#FIELD!,Yes,#FIELD!,2,"Decision as of: 6/22/2021—""The Board decided to not opt out. """,Town,,,1,,,Yes,,
Jerusalem,Yates,"4,438",No,169,2,,Town,,,0,,,No,,
Middlesex,Yates,"1,465",No,88,2,Decision as of: 10/20/2021,Village,,,0,,,No,,
Milot,Yates,"2,157",Yes,#FIELD!,2,Decision as of 11/9/2021; Correspondence with Village,Village,,,1,,,Yes,,
Penn Yan,Yates,"5,056",Yes,6,2,Correspondence with Town,Town,,,1,,,Yes,,
Potter,Yates,"1,842",No,96,2,Decision as of: 9/15/2021,Town,,,0,,,No,,
Starkey,Yates,"3,462",No,102,2,Decision as of: 12/9/2021,Town,,,1,,,No,,
Torrey,Yates,"1,241",Yes,87,2,Chronicle Express reporting,Town,,,1,,,Yes,,
#VALUE!,Yates,#NAME?,Yes,#NAME?,#REF!,Decision as of: 12/21/2021,Village ,,,,,,Yes,,
#VALUE!,Yates,#NAME?,No,#NAME?,#REF!,Correspondence with Town,Town,,,,,,No,,
#VALUE!,Yates,#NAME?,Yes,#NAME?,#REF!,Correspondence with Town,Town,,,,,,Yes,,
#VALUE!,Yates,#NAME?,Yes,#NAME?,#REF!,Correspondence with Town,Town,,,,,,Yes,,
